,annual_salary,suspect_id
2645,35880,2055463
2646,77832,2267930
2647,23460,2872593
2648,80016,2620452
2649,25656,2829887
2650,96696,2775791
2651,38412,2069780
2652,112272,2223774
2653,102492,2025469
2654,18720,2135725
2655,101772,2796107
2656,68664,2295133
2657,79392,2234792
2658,65964,2501844
2659,36372,2450163
2660,39276,2349624
2661,32256,2342981
2662,41736,2079749
2663,28068,2052612
2664,93168,2916311
2665,104100,2812462
2666,52284,2613974
2667,37272,2873207
2668,37500,2777835
2669,108996,2394958
2670,55260,2435404
2671,115068,2064597
2672,107676,2875334
2673,117192,2978528
2674,104388,2308703
2675,65748,2227173
2676,54792,2098556
2677,50808,2128575
2678,119076,2083559
2679,102696,2738940
2680,33852,2576373
2681,72828,2782896
2682,79920,2586703
2683,40320,2653723
2684,39588,2449126
2685,31620,2116688
2686,79500,2759782
2687,35928,2588345
2688,35784,2831801
2689,98904,2146243
2690,21540,2319372
2691,50052,2957029
2692,81780,2753343
2693,50700,2031383
2694,26040,2043232
2695,118344,2567782
2696,96600,2005457
2697,37752,2849298
2698,111564,2097200
2699,114384,2960082
2700,25572,2552359
2701,88164,2640189
2702,46992,2514501
2703,92640,2796449
2704,79740,2496673
2705,78528,2834891
2706,108168,2817859
2707,81864,2210287
2708,76008,2850636
2709,36636,2267490
2710,92040,2983378
2711,111984,2595801
2712,41400,2023762
2713,36612,2534424
2714,72840,2837601
2715,80316,2584749
2716,36216,2719415
2717,115476,2870482
2718,112440,2722179
2719,48804,2694864
2720,60732,2199504
2721,62844,2352669
2722,61056,2049509
2723,53676,2547070
2724,110832,2197925
2725,39180,2509395
2726,87960,2117393
2727,21816,2297977
2728,113568,2377255
2729,98244,2468966
2730,61056,2326728
2731,36252,2575840
2732,26964,2391065
2733,107244,2732946
2734,92256,2158865
2735,96732,2366914
2736,90672,2961677
2737,38880,2981155
2738,54792,2658693
2739,50976,2725748
2740,81024,2850163
2741,52428,2058069
2742,109068,2022351
2743,49176,2397098
2744,118692,2255060
2745,51684,2834943
2746,63708,2955580
2747,112092,2792863
2748,60312,2204708
2749,47832,2337413
2750,56964,2141642
2751,83028,2009335
2752,72240,2802295
2753,64980,2783771
2754,34656,2668786
2755,108300,2118378
2756,41640,2408429
2757,92976,2941421
2758,83028,2975860
2759,110388,2265859
2760,61344,2161395
2761,42264,2534741
2762,51528,2304756
2763,118920,2283643
2764,25572,2774053
2765,84456,2302440
2766,102696,2346260
2767,75240,2122715
2768,73752,2195540
2769,34128,2589893
2770,105672,2175924
2771,35100,2890843
2772,92472,2737775
2773,84012,2917897
2774,33684,2386861
2775,58440,2719539
2776,48300,2151208
2777,78720,2497206
2778,91056,2214905
2779,88992,2552940
2780,33996,2324281
2781,39204,2732733
2782,61476,2464417
2783,108660,2314706
2784,108180,2984851
2785,64404,2051058
2786,59124,2948312
2787,81504,2174168
2788,94392,2852398
2789,69732,2411901
2790,32064,2654465
2791,111804,2448036
2792,38676,2116904
2793,84120,2655722
2794,89664,2672523
2795,57012,2642936
2796,119628,2745869
2797,51912,2489936
2798,33444,2831507
2799,69120,2747902
2800,64920,2181501
2801,113016,2763514
2802,38124,2037261
2803,94728,2521730
2804,24324,2721528
2805,21576,2440864
2806,39324,2365639
2807,20196,2344763
2808,88140,2029841
2809,54936,2193637
2810,90984,2544422
2811,46308,2376857
2812,58596,2033212
2813,31356,2509561
2814,50724,2446283
2815,49416,2851550
2816,43320,2460526
2817,21912,2181778
2818,23352,2335701
2819,21756,2462067
2820,49344,2641079
2821,88512,2721141
2822,41844,2316906
2823,114408,2722213
2824,23784,2199676
2825,51912,2796097
2826,40380,2566027
2827,107364,2386609
2828,115632,2423049
2829,103752,2167551
2830,44952,2090223
2831,80496,2213787
2832,53244,2714243
2833,69684,2440761
2834,101100,2825803
2835,52248,2051467
2836,24612,2787743
2837,112692,2551886
2838,99696,2298534
2839,64128,2205757
2840,87264,2606511
2841,47424,2103924
2842,68772,2971138
2843,47736,2118482
2844,67452,2606784
2845,72336,2593934
2846,67104,2177318
2847,36972,2047554
2848,40656,2981220
2849,53844,2684803
2850,34680,2841520
2851,66936,2627179
2852,41508,2344105
2853,47712,2720250
2854,64476,2905181
2855,20916,2163747
2856,64188,2522743
2857,69120,2669228
2858,19128,2407601
2859,43080,2890968
2860,34656,2310988
2861,35676,2945104
2862,99672,2773899
2863,88488,2738231
2864,52692,2541077
2865,37776,2955337
2866,52020,2715496
2867,22500,2853852
2868,117444,2878567
2869,74604,2581487
2870,98508,2126682
2871,21180,2588472
2872,99036,2989775
2873,57744,2810647
2874,92652,2035658
2875,73488,2985044
2876,85716,2334475
2877,83244,2614348
2878,94440,2926216
2879,45828,2940493
2880,116304,2295697
2881,93900,2800137
2882,41532,2568552
2883,83424,2266797
2884,65208,2141946
2885,24108,2702974
2886,26052,2138832
2887,64128,2180730
2888,70536,2619036
2889,57804,2058228
2890,90000,2164454
2891,107520,2800474
2892,39852,2911082
2893,117624,2180327
2894,115980,2354263
2895,43164,2620075
2896,66696,2038413
2897,47484,2408495
2898,85080,2807037
2899,62028,2906726
2900,108324,2721964
2901,70524,2474168
2902,30216,2690629
2903,50520,2587149
2904,104448,2849245
2905,68208,2130134
2906,55392,2660151
2907,92208,2613377
2908,93588,2239143
2909,60552,2276671
2910,29112,2572005
2911,62988,2952287
2912,44052,2810186
2913,116964,2889202
2914,95940,2752858
2915,34548,2347767
2916,41604,2582582
2917,20688,2598071
2918,86148,2809673
2919,22908,2884495
2920,116820,2813153
2921,115812,2252317
2922,55152,2003948
2923,28452,2312826
2924,39900,2969896
2925,119904,2271430
2926,35820,2627726
2927,35508,2451173
2928,85932,2584260
2929,72780,2190247
2930,41604,2704047
2931,95760,2407234
2932,65772,2898025
2933,99996,2516702
2934,33360,2033167
2935,76836,2993309
2936,60888,2687859
2937,51948,2629184
2938,98940,2639891
2939,106368,2564804
2940,40992,2168541
2941,60744,2459669
2942,74412,2156725
2943,95592,2710780
2944,83004,2029641
2945,27096,2267024
2946,118608,2142707
2947,68592,2187287
2948,74760,2866640
2949,80880,2749126
2950,76812,2762552
2951,25644,2509430
2952,106104,2234633
2953,110652,2156771
2954,52488,2817961
2955,18108,2447167
2956,48960,2601442
2957,99240,2130307
2958,101796,2721963
2959,83784,2212693
2960,38568,2783763
2961,112596,2440096
2962,103992,2655013
2963,79932,2909827
2964,23868,2325948
2965,71532,2118446
2966,71160,2684498
2967,46776,2143832
2968,41976,2933180
2969,57204,2970828
2970,20712,2293813
2971,47460,2266288
2972,69924,2373506
2973,44148,2238425
2974,69900,2551654
2975,110604,2198029
2976,66264,2146198
2977,55812,2736245
2978,19512,2774042
2979,106428,2745812
2980,49236,2873632
2981,87324,2955267
2982,30768,2315623
2983,48588,2218419
2984,77580,2663341
2985,37392,2241405
2986,65868,2713242
2987,37788,2827362
2988,99624,2823200
2989,37836,2718322
2990,115908,2356664
2991,84936,2692671
2992,84108,2520703
2993,91416,2135514
2994,95604,2285197
2995,64380,2522174
2996,66588,2424164
2997,33444,2733908
2998,95760,2472680
2999,88284,2324783
3000,43200,2666518
3001,102168,2745248
3002,100896,2412277
3003,19056,2615097
3004,59700,2740439
3005,52044,2290313
3006,41928,2454417
3007,61500,2516980
3008,30276,2972663
3009,22740,2239098
3010,104100,2481076
3011,94632,2796039
3012,23508,2155070
3013,112944,2054464
3014,59256,2175286
3015,56460,2888016
3016,78012,2815541
3017,35856,2091137
3018,19428,2364098
3019,45528,2523771
3020,53484,2442415
3021,93396,2622205
3022,42168,2507642
3023,82260,2655996
3024,70680,2482227
3025,48960,2447437
3026,47448,2828108
3027,106188,2604978
3028,67812,2326355
3029,108060,2981580
3030,99060,2930082
3031,68664,2532248
3032,97476,2117316
3033,65616,2710291
3034,88344,2863131
3035,40308,2232706
3036,62856,2082385
3037,18540,2724816
3038,81084,2370112
3039,82404,2372908
3040,119184,2988264
3041,53580,2094658
3042,50736,2272024
3043,47580,2885627
3044,62952,2931131
3045,41184,2249151
3046,34740,2194184
3047,86208,2910919
3048,106788,2237656
3049,20388,2405215
3050,100716,2024843
3051,24732,2524173
3052,45048,2504181
3053,102840,2338528
3054,78828,2230154
3055,40776,2953049
3056,79572,2110500
3057,66612,2679908
3058,96636,2608735
3059,89556,2510001
3060,21468,2161308
3061,87960,2402607
3062,36936,2379487
3063,109956,2545199
3064,102744,2612668
3065,74556,2304262
3066,76428,2438365
3067,54708,2204576
3068,68724,2761203
3069,88740,2467594
3070,73800,2725854
3071,20076,2228555
3072,97836,2997989
3073,115380,2833787
3074,94164,2169349
3075,22116,2825960
3076,54276,2534398
3077,88560,2855345
3078,94452,2578254
3079,80172,2154553
3080,28932,2889828
3081,70140,2359458
3082,80352,2929584
3083,71868,2681445
3084,80160,2589163
3085,22344,2858028
3086,43836,2930131
3087,80712,2556170
3088,27636,2606674
3089,42804,2949315
3090,82908,2840317
3091,47508,2812330
3092,52044,2130911
3093,86280,2155188
3094,22812,2373411
3095,24804,2938583
3096,94032,2288788
3097,19632,2326563
3098,43440,2403403
3099,46056,2044843
3100,69264,2002271
3101,18000,2936754
3102,118680,2897973
3103,89268,2870170
3104,99024,2259435
3105,55368,2341948
3106,52464,2041731
3107,52980,2772964
3108,99108,2529159
3109,21960,2616548
3110,89844,2036310
3111,47688,2013864
3112,36816,2673427
3113,117276,2675810
3114,25596,2640852
3115,51900,2723599
3116,38472,2352146
3117,44208,2731297
3118,91044,2512910
3119,32076,2812768
3120,33336,2965994
3121,67092,2736570
3122,42852,2752701
3123,37188,2090794
3124,37380,2419371
3125,97932,2693603
3126,37392,2752827
3127,60852,2323051
3128,39096,2340558
3129,89556,2246602
3130,79368,2576346
3131,58476,2737701
3132,84408,2189127
3133,88992,2214179
3134,31500,2813884
3135,98580,2900559
3136,77352,2148658
3137,30204,2767292
3138,115140,2457451
3139,108144,2863721
3140,98580,2711650
3141,77736,2728241
3142,37872,2400692
3143,98076,2351613
3144,110040,2315543
3145,28596,2805930
3146,30132,2910325
3147,24708,2320878
3148,74772,2486831
3149,34692,2489850
3150,57420,2046390
3151,109512,2608496
3152,112584,2186469
3153,70728,2117331
3154,114348,2554567
3155,78576,2762977
3156,27816,2921948
3157,67200,2784665
3158,32856,2969940
3159,45240,2142520
3160,60636,2743180
3161,80796,2110668
3162,109176,2272901
3163,81768,2919059
3164,114636,2780733
3165,31512,2767904
3166,100272,2237678
3167,26940,2553341
3168,70392,2016779
3169,101076,2914954
3170,48756,2895738
3171,64284,2889457
3172,47628,2021815
3173,62124,2600217
3174,112800,2691784
3175,55032,2869783
3176,71580,2865854
3177,98268,2533571
3178,69072,2212617
3179,101064,2002244
3180,27840,2602329
3181,90348,2843726
3182,78012,2945053
3183,98652,2182219
3184,67488,2418252
3185,70320,2255009
3186,109104,2373956
3187,35004,2998515
3188,76332,2212334
3189,76416,2946408
3190,77532,2222315
3191,74004,2839458
3192,114012,2296915
3193,21900,2334380
3194,56748,2291734
3195,46968,2460832
3196,32352,2516256
3197,35100,2032890
3198,112860,2191162
3199,68916,2128878
3200,99024,2412238
3201,112764,2316805
3202,19044,2059838
3203,48768,2437811
3204,19140,2763127
3205,35832,2520618
3206,20760,2407463
3207,32940,2918033
3208,111948,2592685
3209,18132,2507819
3210,33876,2471026
3211,30372,2353853
3212,36012,2944974
3213,114792,2165279
3214,67800,2467088
3215,46920,2388623
3216,69732,2561173
3217,38160,2780570
3218,53592,2664009
3219,67572,2524097
3220,46152,2431678
3221,108552,2471612
3222,47892,2353113
3223,51432,2026687
3224,48840,2335320
3225,47736,2362150
3226,44088,2009849
3227,40356,2460996
3228,41472,2632128
3229,43920,2918297
3230,101016,2835996
3231,81264,2869102
3232,54300,2078976
3233,100080,2170471
3234,82884,2937649
3235,71676,2683642
3236,62016,2660046
3237,20724,2668560
3238,62100,2655560
3239,116388,2980241
3240,52044,2087185
3241,118740,2797808
3242,118200,2279014
3243,66456,2005451
3244,103572,2880896
3245,23844,2982924
3246,84312,2870047
3247,30132,2938479
3248,19008,2445444
3249,25740,2501983
3250,49212,2615473
3251,26148,2318739
3252,116208,2320856
3253,80628,2916397
3254,109464,2712688
3255,66720,2643446
3256,21696,2487224
3257,30144,2569843
3258,37188,2826130
3259,78660,2223475
3260,108768,2899444
3261,95592,2047530
3262,30336,2671152
3263,25476,2763823
3264,84168,2872389
3265,28164,2491822
3266,53364,2724603
3267,25248,2751011
3268,102216,2596594
3269,100152,2670442
3270,68832,2162547
3271,100884,2980645
3272,32448,2517671
3273,79956,2264175
3274,67572,2470939
3275,72120,2471555
3276,77520,2181015
3277,106812,2650820
3278,69792,2634629
3279,52284,2414415
3280,56160,2145663
3281,84456,2591564
3282,109644,2094597
3283,55620,2260076
3284,37008,2634185
3285,106668,2351245
3286,92616,2471440
3287,92256,2087362
3288,79980,2239168
3289,31128,2021459
3290,89772,2869645
3291,29988,2308074
3292,36900,2519713
3293,92220,2138631
3294,52428,2380148
3295,20244,2368432
3296,105684,2809934
3297,86700,2397744
3298,61836,2610009
3299,102660,2183118
3300,90972,2835923
3301,76680,2998407
3302,33588,2973945
3303,71700,2291848
3304,73260,2426592
3305,111144,2052313
3306,106956,2183770
3307,40032,2607604
3308,66648,2058835
3309,29400,2044777
3310,89004,2435822
3311,82920,2205219
3312,91920,2069822
3313,19572,2437301
3314,112164,2348132
3315,22776,2623573
3316,82956,2436712
3317,44052,2183982
3318,66516,2019017
3319,94464,2872812
3320,99804,2620922
3321,89508,2348409
3322,114444,2373108
3323,53736,2911906
3324,55572,2278890
3325,30576,2045471
3326,55596,2720722
3327,19824,2416314
3328,74052,2607246
3329,19572,2591209
3330,23712,2188065
3331,44448,2140466
3332,36504,2514805
3333,22332,2594462
3334,115368,2201083
3335,81828,2242057
3336,82824,2842681
3337,90072,2267622
3338,34068,2947260
3339,100488,2001698
3340,67020,2293927
3341,62424,2749428
3342,111612,2419466
3343,55596,2890543
3344,59412,2524384
3345,43956,2065247
3346,119772,2209022
3347,18984,2764159
3348,101508,2141202
3349,31572,2844613
3350,115656,2617890
3351,73344,2463642
3352,87792,2400882
3353,37872,2451593
3354,97776,2015058
3355,33972,2586548
3356,41928,2840048
3357,81024,2686094
3358,23928,2393026
3359,118788,2654325
3360,80676,2142585
3361,18240,2724761
3362,25944,2181935
3363,23100,2312930
3364,118452,2484814
3365,86736,2355762
3366,36396,2698769
3367,87360,2815440
3368,57636,2332640
3369,73680,2578560
3370,109572,2433449
3371,54000,2855333
3372,118212,2710045
3373,93120,2353611
3374,91596,2973925
3375,65988,2227872
3376,60636,2406521
3377,73836,2876012
3378,107928,2640422
3379,117828,2395267
3380,53412,2652961
3381,35556,2098297
3382,71232,2543805
3383,31704,2148733
3384,31980,2204607
3385,79248,2119154
3386,95808,2607961
3387,27168,2462875
3388,115632,2240746
3389,116268,2290532
3390,75216,2614336
3391,47340,2782682
3392,106452,2308229
3393,83244,2256266
3394,50748,2103875
3395,25524,2737874
3396,25344,2460556
3397,47988,2870845
3398,86700,2885005
3399,116508,2565553
3400,64680,2415751
3401,46848,2140227
3402,88260,2155427
3403,62412,2523384
3404,91356,2518876
3405,65976,2133242
3406,22020,2967977
3407,46908,2671109
3408,24912,2004216
3409,40380,2453415
3410,108504,2860997
3411,46608,2344049
3412,77076,2111433
3413,109596,2359404
3414,112788,2434251
3415,114336,2671099
3416,62844,2091057
3417,97956,2817985
3418,42504,2782737
3419,54876,2425932
3420,97836,2530853
3421,60240,2235765
3422,35304,2406206
3423,68064,2843237
3424,111312,2097197
3425,44136,2870041
3426,20100,2663113
3427,92400,2615761
3428,51000,2823945
3429,76632,2752959
3430,113340,2277107
3431,35520,2380071
3432,69888,2884972
3433,90192,2592662
3434,33984,2654079
3435,73116,2236267
3436,79884,2812268
3437,47052,2447687
3438,97236,2636084
3439,99864,2831337
3440,25644,2221887
3441,116688,2883214
3442,27720,2342850
3443,25164,2524843
3444,82680,2466634
3445,100248,2600344
3446,102264,2666094
3447,44352,2939248
3448,81972,2117517
3449,111780,2653533
3450,109188,2820250
3451,47700,2633442
3452,59280,2507348
3453,55536,2842191
3454,34896,2401952
3455,105768,2460006
3456,103116,2020893
3457,64872,2569230
3458,74700,2274481
3459,86652,2875016
3460,110988,2841911
3461,83628,2978605
3462,25044,2258111
3463,113256,2021251
3464,22524,2544509
3465,55500,2958409
3466,96300,2756143
3467,81384,2231804
3468,21072,2013848
3469,73776,2471025
3470,18300,2308420
3471,111132,2951688
3472,30600,2132756
3473,98988,2122006
3474,47076,2108701
3475,59628,2258841
3476,47064,2291680
3477,64848,2862368
3478,80352,2342136
3479,72936,2614299
3480,112668,2074569
3481,20652,2003980
3482,93708,2219905
3483,109992,2515896
3484,109392,2710188
3485,109476,2028025
3486,39132,2157555
3487,27000,2265501
3488,56640,2642499
3489,119676,2501613
3490,44496,2469114
3491,69396,2617153
3492,98952,2789595
3493,46272,2904284
3494,119580,2198938
3495,84312,2016329
3496,31380,2886533
3497,113076,2298837
3498,103416,2321900
3499,34128,2615672
3500,33696,2847333
3501,42708,2430924
3502,48840,2834981
3503,101352,2684735
3504,62028,2126488
3505,68244,2359002
3506,82092,2235629
3507,103668,2601972
3508,110208,2745803
3509,119148,2918378
3510,23892,2773810
3511,41664,2999966
3512,94560,2056080
3513,90864,2825621
3514,49560,2082256
3515,93780,2759605
3516,26724,2548190
3517,26436,2083116
3518,19368,2046750
3519,66780,2986484
3520,109704,2257017
3521,110328,2478098
3522,29292,2488531
3523,44856,2370836
3524,113760,2768248
3525,47592,2178909
3526,31260,2225495
3527,76368,2822021
3528,87924,2438480
3529,36348,2968149
3530,88236,2705979
3531,69516,2738608
3532,91260,2260313
3533,55092,2465642
3534,95832,2897244
3535,33048,2721243
3536,74532,2011324
3537,87240,2339547
3538,66600,2057650
3539,71160,2999491
3540,77196,2802262
3541,43668,2688712
3542,98220,2559567
3543,25428,2580466
3544,58716,2366354
3545,31836,2108196
3546,57144,2351276
3547,61740,2216530
3548,85140,2983767
3549,90816,2289484
3550,18468,2341335
3551,20760,2873939
3552,82248,2378214
3553,86520,2646278
3554,58596,2584109
3555,40392,2128748
3556,71652,2926236
3557,48564,2010664
3558,105384,2798304
3559,41004,2831175
3560,18864,2129884
3561,68352,2262295
3562,19776,2401458
3563,83340,2526299
3564,25716,2287351
3565,62388,2811983
3566,20100,2801827
3567,35796,2076464
3568,116448,2209016
3569,61812,2737645
3570,46956,2438318
3571,91572,2230513
3572,58500,2715323
3573,30216,2769163
3574,113712,2117030
3575,42564,2814992
3576,37308,2045655
3577,85464,2890779
3578,117024,2791969
3579,30996,2389493
3580,76356,2483771
3581,90936,2072478
3582,35064,2807594
3583,26916,2298914
3584,102408,2695208
3585,114396,2810125
3586,104916,2605172
3587,75564,2174795
3588,108780,2281740
3589,71964,2567535
3590,98244,2880785
3591,107712,2969094
3592,47568,2755571
3593,31596,2660890
3594,32556,2380837
3595,115584,2615386
3596,94188,2751260
3597,89592,2001116
3598,18180,2959339
3599,52512,2807749
3600,46140,2580115
3601,119052,2637722
3602,109092,2817037
3603,91500,2139543
3604,96660,2937111
3605,59340,2840618
3606,56604,2536277
3607,32076,2612353
3608,104016,2733309
3609,53400,2002799
3610,24576,2356421
3611,29112,2996135
3612,72288,2869070
3613,57624,2897824
3614,22224,2471913
3615,100524,2583121
3616,75540,2260750
3617,102780,2577448
3618,79164,2297816
3619,54516,2968156
3620,96108,2791287
3621,100116,2211066
3622,49056,2600841
3623,116088,2918391
3624,112584,2015511
3625,115056,2907528
3626,56592,2387439
3627,30732,2152341
3628,67788,2515890
3629,51048,2547619
3630,77700,2083053
3631,78024,2608540
3632,85320,2179350
3633,95652,2732492
3634,70104,2604861
3635,39648,2670251
3636,76824,2580687
3637,37596,2748057
3638,73608,2411883
3639,90348,2078941
3640,103428,2782930
3641,68988,2702892
3642,73656,2697643
3643,80040,2137149
3644,22488,2703984
3645,41460,2179604
3646,34680,2122761
3647,40896,2730944
3648,114912,2676894
3649,60288,2530593
3650,97428,2407857
3651,103224,2276516
3652,84276,2748630
3653,79224,2707845
3654,113436,2685748
3655,100404,2986803
3656,108960,2157925
3657,85584,2296348
3658,114876,2579715
3659,113832,2396757
3660,99012,2049844
3661,30312,2362157
3662,95424,2365749
3663,85164,2093226
3664,32064,2473978
3665,42660,2828339
3666,42492,2071576
3667,84636,2946283
3668,29820,2904999
3669,72120,2346823
3670,87732,2059263
3671,46536,2083531
3672,93900,2446831
3673,48852,2155416
3674,46764,2034636
3675,65280,2094569
3676,116940,2046654
3677,89712,2286573
3678,100728,2836200
3679,67920,2988793
3680,64716,2916535
3681,45348,2437215
3682,38988,2053786
3683,95100,2814027
3684,29484,2627775
3685,45240,2229234
3686,43452,2123920
3687,62724,2611159
3688,25932,2197247
3689,63696,2493297
3690,99540,2261735
3691,31404,2993136
3692,97908,2938174
3693,82344,2860714
3694,103080,2725911
3695,39348,2839070
3696,94356,2326322
3697,21852,2281838
3698,89436,2287054
3699,106176,2679052
3700,87084,2741833
3701,119160,2281201
3702,66480,2685243
3703,117912,2298755
3704,30108,2377136
3705,34812,2304613
3706,56616,2701493
3707,106788,2018388
3708,18672,2480161
3709,76404,2527379
3710,74160,2057131
3711,72216,2323127
3712,82992,2071078
3713,89952,2600885
3714,76152,2702560
3715,103944,2466015
3716,35148,2292929
3717,55308,2768352
3718,54420,2701978
3719,106308,2651682
3720,30528,2431411
3721,106428,2535166
3722,56904,2109622
3723,105264,2887877
3724,22776,2910316
3725,21180,2380891
3726,26664,2686885
3727,66036,2997443
3728,93888,2520561
3729,90924,2215075
3730,58512,2793646
3731,82968,2144837
3732,97620,2628134
3733,95052,2934368
3734,51852,2150110
3735,47064,2490347
3736,119592,2653612
3737,37308,2482689
3738,68952,2828095
3739,29268,2152012
3740,105492,2535038
3741,55704,2918339
3742,104700,2846404
3743,95112,2364762
3744,39936,2632257
3745,48408,2755077
3746,19728,2572067
3747,77016,2325274
3748,64620,2231791
3749,86832,2487300
3750,62892,2994699
3751,114996,2366186
3752,81480,2625456
3753,24864,2610972
3754,116016,2133414
3755,24756,2484771
3756,45264,2320875
3757,77928,2634003
3758,91824,2237510
3759,39216,2905828
3760,105900,2809061
3761,32052,2091200
3762,83268,2532840
3763,101340,2068150
3764,70560,2273917
3765,51888,2224583
3766,72072,2218880
3767,107988,2192492
3768,107148,2581727
3769,115824,2163694
3770,32484,2907051
3771,51012,2761968
3772,74748,2234486
3773,32304,2891867
3774,39168,2596058
3775,55068,2595104
3776,30756,2283994
3777,110508,2486394
3778,65832,2257971
3779,104496,2486192
3780,56028,2409553
3781,30420,2377133
3782,41520,2503158
3783,88836,2240964
3784,90708,2580876
3785,108504,2868691
3786,84288,2587098
3787,71436,2298767
3788,119256,2969669
3789,32484,2532360
3790,46032,2154812
3791,76932,2122147
3792,90912,2026908
3793,71460,2480135
3794,117156,2889727
3795,79032,2002922
3796,35700,2593767
3797,36576,2604462
3798,106608,2272819
3799,71508,2229636
3800,42432,2426364
3801,106740,2643726
3802,63264,2182516
3803,45348,2268606
3804,119112,2255488
3805,110100,2411247
3806,24792,2483568
3807,87216,2361837
3808,118476,2009318
3809,33276,2998827
3810,73764,2250271
3811,61740,2098361
3812,105240,2329648
3813,81096,2600092
3814,59712,2957665
3815,53796,2705875
3816,70968,2864045
3817,65952,2855590
3818,108396,2841084
3819,116400,2938818
3820,80952,2133757
3821,48696,2661715
3822,63756,2606252
3823,115728,2852834
3824,73188,2645713
3825,46920,2735744
3826,80292,2341065
3827,67212,2273706
3828,82116,2984476
3829,46500,2080088
3830,115056,2001492
3831,84384,2329353
3832,55920,2916363
3833,75744,2754010
3834,66132,2188672
3835,30948,2625136
3836,61848,2033442
3837,70008,2710381
3838,61992,2832699
3839,24672,2071790
3840,88644,2202487
3841,78240,2568053
3842,78912,2841409
3843,34308,2803065
3844,20088,2060539
3845,100236,2445255
3846,59736,2763527
3847,20736,2571821
3848,76416,2908081
3849,95592,2728654
3850,113364,2931527
3851,58452,2484096
3852,64044,2928275
3853,110904,2611061
3854,41784,2498500
3855,115932,2781652
3856,45120,2633255
3857,94224,2851320
3858,52392,2714733
3859,69852,2280070
3860,83724,2440320
3861,68592,2061344
3862,67032,2091663
3863,74376,2149343
3864,109800,2305754
3865,115716,2123969
3866,96648,2060440
3867,34668,2228939
3868,59724,2212278
3869,94788,2991577
3870,57084,2225188
3871,115608,2668979
3872,57864,2730722
3873,33036,2352640
3874,21444,2563973
3875,107748,2299983
3876,84216,2038388
3877,99420,2830446
3878,71496,2846371
3879,21696,2411798
3880,57588,2529821
3881,29016,2646384
3882,65784,2677428
3883,64392,2467328
3884,87576,2067150
3885,93288,2640771
3886,44520,2919427
3887,88944,2552030
3888,101016,2680720
3889,39144,2873822
3890,56136,2602235
3891,39048,2540538
3892,42924,2792461
3893,83292,2720589
3894,55236,2278898
3895,118584,2069839
3896,109860,2313934
3897,63180,2294359
3898,98556,2736769
3899,32064,2990537
3900,113976,2663044
3901,113832,2885938
3902,65508,2212187
3903,29328,2040048
3904,46308,2600945
3905,99960,2473473
3906,25596,2861501
3907,82740,2649029
3908,28044,2848742
3909,95364,2412801
3910,77628,2652155
3911,59280,2514093
3912,108420,2573723
3913,79944,2817154
3914,55380,2807092
3915,112164,2324237
3916,94452,2412347
3917,99864,2361795
3918,76152,2816598
3919,87984,2521161
3920,77832,2719884
3921,106836,2073741
3922,45432,2635331
3923,66576,2139987
3924,23052,2325082
3925,78480,2523225
3926,30252,2140761
3927,110796,2858862
3928,24216,2435688
3929,100884,2122336
3930,93108,2101155
3931,85008,2920431
3932,45072,2311064
3933,107112,2091569
3934,55896,2538393
3935,39156,2961312
3936,76896,2181063
3937,33384,2300867
3938,101892,2441261
3939,20568,2183450
3940,56292,2165863
3941,43356,2184978
3942,30276,2210290
3943,63576,2941772
3944,106008,2761870
3945,108216,2605913
3946,96888,2082483
3947,41124,2851880
3948,63012,2815578
3949,27048,2015837
3950,102588,2028587
3951,32400,2551374
3952,91908,2857414
3953,23580,2792368
3954,78276,2805550
3955,55860,2971981
3956,59592,2869199
3957,87036,2178957
3958,79560,2877171
3959,52200,2978176
3960,89172,2778765
3961,77472,2328372
3962,84996,2088565
3963,22728,2500671
3964,59232,2398419
3965,33564,2764971
3966,110856,2896534
3967,27792,2523627
3968,110652,2989808
3969,93324,2668462
3970,111960,2391834
3971,52488,2849493
3972,53508,2831851
3973,28356,2494970
3974,38772,2616178
3975,78108,2235452
3976,71436,2681169
3977,80016,2255856
3978,75000,2506897
3979,98244,2756762
3980,49020,2272580
3981,85044,2878440
3982,62544,2736495
3983,98424,2234265
3984,104976,2505841
3985,63048,2891450
3986,103668,2058017
3987,84720,2482770
3988,50640,2877367
3989,89892,2772261
3990,108924,2612363
3991,65088,2593258
3992,22548,2629805
3993,60852,2909779
3994,32016,2285876
3995,86052,2665911
3996,104976,2537951
3997,69648,2870836
3998,51504,2327741
3999,53316,2626095
4000,38928,2208092
4001,45588,2136821
4002,80040,2437366
4003,49008,2255644
4004,87180,2420747
4005,107064,2541120
4006,70320,2522942
4007,73176,2422681
4008,98820,2118679
4009,44256,2210131
4010,33492,2156090
4011,56544,2200203
4012,20076,2034109
4013,113304,2715659
4014,116856,2850911
4015,39048,2124344
4016,100452,2956964
4017,41760,2409571
4018,72132,2545194
4019,68208,2121228
4020,107376,2538369
4021,33252,2358205
4022,33480,2737123
4023,58356,2583269
4024,79884,2912249
4025,29688,2221027
4026,83244,2595506
4027,61068,2303012
4028,27816,2618545
4029,28128,2545316
4030,106572,2991486
4031,25596,2595860
4032,115692,2274662
4033,35052,2602746
4034,112380,2205723
4035,70716,2731482
4036,70968,2072223
4037,88236,2736117
4038,98724,2241781
4039,63480,2621353
4040,118404,2022307
4041,87948,2626274
4042,112260,2012197
