"photo_id";"owner";"gender";"occupation";"title";"description";"faves";"lat";"lon";"u_city";"u_country";"taken";"weather";"season";"daytime"
"32446780057";"113638006@N07";"1";"IT Engineer";"2018.08.10. Schruns";"<a href='https://www.facebook.com/PeterCsekePhotography/' rel='noreferrer nofollow'>www.facebook.com/PeterCsekePhotography/</a>";39;46,896977;10,081686;"Budapest";"Hungary";"2018-08-10 11:56:54";9;2;1
"32446785777";"45239009@N04";"3";NA;"Tschlin, Lower Engadin, Grisons, Switzerland";"Photo taken in late August 2016.";120;46,871311;10,425875;NA;NA;"2016-08-29 11:54:20";3;2;1
"32446790287";"101240316@N03";"1";"teacher";"Norwegian Landscape, Blue Houses by C Monet 1895 084c";"Albertina, Vienna 2018";1;48,204746;16,368156;"Budapest";"Hungary";"2018-12-27 15:31:01";9;4;1
"32446800367";"80589014@N02";"1";"Mechanical Design Engineer";"FOSA-BA133_20180630_2914.jpg";NA;0;48,580605;5,95703;"Basel";NA;"2018-06-30 17:23:22";1;2;2
"32446801307";"113638006@N07";"1";"IT Engineer";"2018.09.15. Pitztal";"<a href='https://www.facebook.com/PeterCsekePhotography/' rel='noreferrer nofollow'>www.facebook.com/PeterCsekePhotography/</a>";68;46,967952;10,847105;"Budapest";"Hungary";"2018-09-15 10:21:10";9;2;1
"32446803777";"76098459@N04";"3";NA;"St Stephens Platz";NA;63;48,207944;16,371989;NA;NA;"2018-09-28 01:57:51";1;3;3
"32446804277";"76098459@N04";"3";NA;"St Peters Church";NA;176;48,209474;16,369886;NA;NA;"2018-09-28 01:52:18";1;3;3
"32446804627";"76098459@N04";"3";NA;"Streets of Vienna 2";NA;84;48,207672;16,37171;NA;NA;"2018-09-28 01:56:07";1;3;3
"32446823417";"112388998@N03";"1";"Ruhestand";"Schalladorf. Hl.Florian, um 1760 - Rokoko";"Wenn man Schalladorf (GM Wullersdorf) in Richtung Oberstinkenbrunn verlässt, steht am östlichen Ortsende diese etwa 4m hohe rokokoklassizistsische Figurensäule aus Sandstein. Sie ruht in 239m SH im alten Ried &quot;Untere Wieslüsse&quot; auf einem quadratischen Grundfundament auf dem ein Sockelstein aufliegt. Darauf eine im Jahre 1975 verlängerte Säule die unterhalb einen Basalring und oberhalb einen Halsring hat. Etwas unterhalb ein Zwischenring. Auf der Säule ein quadratischer gestufter Sockel auf dem ein Abakus aufliegt. An der Sockelvorderseite ein Renovierungshinweis:  &quot;A. 1819 . K&quot;. Darauf die relativ kleine Sandsteinfigur des Hl.Florians aus Lorch. Er trägt eine römische Offiziersuniform mit einem Federhelm am Haupt. Um seine Schulter ein Ledergurt mit seinem Schwert an seiner Hüfte daran. In der linken Hand hält er eine eingerollte Fahne mit einer Speerspitze darauf. In seiner rechten Hand hält er eine Butte mit der er Wasser auf ein brennendes Haus zu seinen Füssen giesst. Die Säule stand nicht immer an dieser Stelle sondern einige Meter südlicher in mitten eines kleinen Platzes. Bei der letzten Strassenregulierung stand er dort im Wege und musste nun neu restauriert an seinen heutigen Standort versetzt werden. Wenn man mehr über den Hl.Florian erfahren möchte ist im Anschluss das Album &quot;Heilige&quot; sehr informativ.

Standort:  GPS  48.636316  -  16.151065
kein Denkmalschutz";12;48,636387;16,151136;"Kattau";"Austria";"2018-05-11 13:23:01";9;1;1
"32446868747";"42932938@N06";"1";NA;"Elbsandstein";NA;0;51,024552;13,840713;"Dresden";NA;"2016-12-04 12:28:10";9;3;1
"32446969647";"25717227@N03";"1";NA;"98400185-6668 Dordrecht 19 mei 1991";"Oude museum bus in de straten van Dorerecht.

Old museumbus in the streets from Dordrecht.";3;51,813369;4,657836;NA;NA;"2018-08-19 10:41:17";8;2;1
"32447070547";"50724945@N04";"3";NA;"59 | arms – middle gundeck, HMS Victory";NA;0;50,801666;-1,109542;"Caversham";"England";"2018-10-18 15:04:33";10;3;1
"32447076277";"79664509@N08";"1";NA;"DSC02093";NA;0;39,326686;21,707627;"Βόλος";"ΕΛΛΑΣ";"2017-02-23 16:17:00";NA;4;1
"32447100647";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_88";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";2;52,066287;-1,022983;NA;NA;"2018-08-18 12:07:29";9;2;1
"32447116827";"79664509@N08";"1";NA;"DSC02084...άποψις Κρυονερίου (πρώην Στούγκον)!";NA;2;39,335561;21,69153;"Βόλος";"ΕΛΛΑΣ";"2017-02-23 16:03:43";NA;4;1
"32447153547";"79664509@N08";"1";NA;"DSC01576";NA;0;39,364405;22,93743;"Βόλος";"ΕΛΛΑΣ";"2016-12-10 17:21:41";1;3;2
"32447170417";"66929259@N00";"1";NA;"St John's Abbey, Gatehouse, Colchester.";"<a href='https://en.wikipedia.org/wiki/St_John's_Abbey,_Colchester' rel='noreferrer nofollow'>en.wikipedia.org/wiki/St_John%27s_Abbey,_Colchester</a>
";0;51,885597;0,901308;NA;NA;"2018-05-20 12:45:18";7;1;1
"32447171487";"66929259@N00";"1";NA;"St John's Abbey, Gatehouse, Colchester.";"<a href='https://en.wikipedia.org/wiki/St_John's_Abbey,_Colchester' rel='noreferrer nofollow'>en.wikipedia.org/wiki/St_John%27s_Abbey,_Colchester</a>
";0;51,885597;0,901308;NA;NA;"2018-05-20 12:45:03";7;1;1
"32447171747";"79664509@N08";"1";NA;"DSC01573";NA;6;39,364041;22,936947;"Βόλος";"ΕΛΛΑΣ";"2016-12-10 17:07:22";1;3;2
"32447182077";"71088059@N00";"1";"Teaching/Research";"Starry sea";"PacoCT_20150222_1108__2221076";9;41,410525;2,228772;"Barcelona";"Spain";"2015-02-22 11:08:09";1;4;1
"32447221217";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_LMP_44";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";1;52,066287;-1,022983;NA;NA;"2018-08-18 12:27:09";9;2;1
"32447311607";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_83";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";0;52,066287;-1,022983;NA;NA;"2018-08-18 12:04:52";9;2;1
"32447358777";"77746297@N02";"1";"freelancer";"PORSCHE CAYENNE S Transsyberia";"Ausgehend vom Doppelsieg zweier Privatteams bei der Transsyberia Rallye 2006 legte Porsche das Sondermodell Cayenne S Transsyberia 2007 als Kleinserie auf. Insgesamt wurden 26 Stück gebaut. Auch für 2008 ist ein Transsyberia-Sondermodell verfügbar, in der Rallye des gleichen Jahres belegten diese Fahrzeuge die ersten sechs Plätze.

Based on the double victory of two private teams at the Transsyberia Rally 2006, Porsche launched the special model Cayenne S Transsyberia 2007 as a small series. A total of 26 pieces were built. A Transsyberia special model is also available for 2008, in the rally of the same year, these vehicles occupied the first six places.

";1;48,834597;9,152222;"Baiersbronn";"Germany";"2018-08-26 12:50:24";9;2;1
"32447358977";"77746297@N02";"1";"freelancer";"PORSCHE 935/78 Moby Dick";"1978 entwickelte Norbert Singer den 935/78 für die Markenweltmeisterschaft. Der “Moby Dick” ist eine der freizügigsten Interpretationen des unerschöpflichen Themas 911.

In 1978 Norbert Singer developed the 935/78 for the brand world championship. The &quot;Moby Dick&quot; is one of the most permissive interpretations of the inexhaustible theme 911.

";0;48,837258;9,154513;"Baiersbronn";"Germany";"2018-08-26 12:28:39";9;2;1
"32447359097";"77746297@N02";"1";"freelancer";"PORSCHE 911 GT1";"Der Porsche 911 GT1 wurde von 1996 bis 1998 in verschiedenen Ausführungen produziert.

The Porsche 911 GT1 was produced from 1996 to 1998 in various versions.

";0;48,834594;9,152225;"Baiersbronn";"Germany";"2018-08-26 12:50:15";9;2;1
"32447381327";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_78";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";0;52,066287;-1,022983;NA;NA;"2018-08-18 12:03:49";9;2;1
"32447397017";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_77";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";0;52,066287;-1,022983;NA;NA;"2018-08-18 12:03:32";9;2;1
"32447415157";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_76";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";1;52,066287;-1,022983;NA;NA;"2018-08-18 12:03:25";9;2;1
"32447433087";"117096107@N03";"1";NA;"1990 Audi Quattro 2.2 Turbo";NA;11;53,465833;-2,338889;"Manchester";"England";"2018-09-15 15:44:27";9;2;1
"32447440617";"9482219@N06";"1";"Programmatore";"078 - Padova";NA;0;45,397463;11,876822;"Sesto San Giovanni";"Italia";"2017-08-14 09:23:52";10;2;1
"32447444017";"9482219@N06";"1";"Programmatore";"077 - Padova";NA;0;45,397333;11,87683;"Sesto San Giovanni";"Italia";"2017-08-14 09:23:35";10;2;1
"32447445417";"9482219@N06";"1";"Programmatore";"076 - Padova";NA;0;45,39735;11,876816;"Sesto San Giovanni";"Italia";"2017-08-14 09:23:16";10;2;1
"32447465727";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_44";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";1;52,070795;-1,009454;NA;NA;"2018-08-18 09:41:30";9;2;1
"32447475197";"7344912@N05";"1";NA;"FIA WEC 2018_Silverstone_GTE_41";"FIA World Endurance Championship at Silverstone on the 18th August 2018.";0;52,070795;-1,009454;NA;NA;"2018-08-18 09:41:15";9;2;1
"32447563197";"28389839@N00";"1";NA;NA;"St. Patrick's Cathedral; Dublin, Ireland.";2;53,339592;-6,271584;"Ontario";"Canada";"2018-09-14 09:51:27";9;2;1
"32447795697";"66010649@N03";"2";"Photographer / Model / Stylist /";"Odles - Trentino-Alto Adige - Italia";NA;31;46,595928;11,742871;"Utrecht/Locarno/Dobbiaco";"Holland/Switzerland/Italy";"2018-08-12 15:24:28";7;2;1
"32447861017";"79664509@N08";"1";NA;"DSC00924...ναρκοπέδιον!";NA;5;39,278952;21,68253;"Βόλος";"ΕΛΛΑΣ";"2016-09-03 16:29:08";NA;2;1
"32447892767";"79664509@N08";"1";NA;"DSC00916...η 'καζάρμα', παλαιόν στρατιωτικόν φυλάκιον & παρατηρητήριον!";NA;5;39,279297;21,683536;"Βόλος";"ΕΛΛΑΣ";"2016-09-03 16:18:05";NA;2;1
"32447927577";"69323676@N08";"1";NA;"TRA • Mein Schiff 5 • Geladene am Glaspalast im Heck";"<a rel='noreferrer nofollow'><b>T</b>he <a><b>R</b>eflection <a><b>O</b>f <a><b>L</b>atent <a><b>L</b>ight <a><b>TROLL</b></a>

<a rel='noreferrer nofollow'>Mein Schiff 5, Länge: 295 m,  2534 Passagiere, Hybrid-Scrubber und Katalysatoren.</a>

Flickr2019 0316 • <a rel='noreferrer nofollow'>16A6115</a> • 
<a rel='noreferrer nofollow'>TRA</a> • Travemünde • Freihand • freehand
Date and Time (Original) - 2016:07:15 21:20:22h just before dark

 <b>Please click for the larger image to see all details!</b>

Danke für Ihren Besuch, Kommentare und Fav's!
<a rel='noreferrer nofollow'>Thank you for your visit, comments and fav's!</a></a></a></a></a></a>";12;53,95205;10,865619;"Braunschweig";"Deutschland/Germany, Niedersachsen /Lower Saxony";"2016-07-15 21:20:22";9;2;2
"32447930947";"69323676@N08";"1";NA;"TRA • Mein Schiff 5 • Schlepper die die Windabdrift beobachten";"<a rel='noreferrer nofollow'><b>T</b>he <a><b>R</b>eflection <a><b>O</b>f <a><b>L</b>atent <a><b>L</b>ight <a><b>TROLL</b></a>

<a rel='noreferrer nofollow'>Mein Schiff 5, Länge: 295 m,  2534 Passagiere, Hybrid-Scrubber und Katalysatoren.</a>

Flickr2019 0316 • <a rel='noreferrer nofollow'>16A6108</a> • 
<a rel='noreferrer nofollow'>TRA</a> • Travemünde • Freihand • freehand

 <b>Please click for the larger image to see all details!</b>

Danke für Ihren Besuch, Kommentare und Fav's!
<a rel='noreferrer nofollow'>Thank you for your visit, comments and fav's!</a></a></a></a></a></a>";9;53,957475;10,882536;"Braunschweig";"Deutschland/Germany, Niedersachsen /Lower Saxony";"2016-07-15 21:06:15";9;2;2
"32447933727";"69323676@N08";"1";NA;"TRA • Mein Schiff 5 • Zur Taufe alles Logo";"<a rel='noreferrer nofollow'><b>T</b>he <a><b>R</b>eflection <a><b>O</b>f <a><b>L</b>atent <a><b>L</b>ight <a><b>TROLL</b></a>

<a rel='noreferrer nofollow'>Mein Schiff 5, Länge: 295 m,  2534 Passagiere, Hybrid-Scrubber und Katalysatoren.</a>
Ein stark reduziertes <b>Smile</b> lächelt für den Tourismusriesen TUI

Flickr2019 0316 • <a rel='noreferrer nofollow'>16A6106</a> • 
<a rel='noreferrer nofollow'>TRA</a> • Travemünde • Freihand • freehand

 <b>Please click for the larger image to see all details!</b>

Danke für Ihren Besuch, Kommentare und Fav's!
<a rel='noreferrer nofollow'>Thank you for your visit, comments and fav's!</a></a></a></a></a></a>";6;53,957475;10,882536;"Braunschweig";"Deutschland/Germany, Niedersachsen /Lower Saxony";"2016-07-15 21:06:09";9;2;2
"32448255627";"144107033@N04";"1";"Aprendiz de fotógrafo";"La Iruela (Jaén)";"La Iruela: es un municipio español al este de la provincia de Jaén, Andalucía. Se encuentra en las faldas de la Sierra de Cazorla, coronando el valle del Guadalquivir.
El castillo medieval de origen almohade, construido sobre cimientos pre-bereberes que se encarama en lo más alto de la villa constituye uno de los símbolos más elocuentes de la comarca así como las ruinas de la Iglesia de Santo Domingo, renacentista levantada en el interior del recinto del castillo en el siglo XVI.
";64;37,920786;-2,991889;"Cádiz";"España";"2015-10-18 12:59:33";NA;3;1
"32448272147";"55867792@N03";"3";NA;NA;NA;0;51,112116;17,029938;NA;NA;"2018-10-09 11:44:22";7;3;1
"32448273667";"55867792@N03";"3";NA;NA;NA;0;51,109627;17,031308;NA;NA;"2018-10-09 11:05:08";7;3;1
"32448830167";"13961620@N00";"1";"Photographer and Writer";NA;"© Harold Davis";2;48,888383;2,335533;"Berkeley, California";"USA";"2018-10-30 17:00:39";9;3;1
"32449225197";"12247563@N00";"2";"Retired";"5-32 The Gatehouse";"This was added in the late 1200s or early 1300s, and was deliberately blown up by departing government (read: English) troops after the first Jacobite Rising of 1689-90.";0;57,324333;-4,4423;"Oakland, CA";"USA";"2018-09-14 15:38:15";9;2;1
"32449523847";"113524226@N05";"1";NA;NA;"<a href='https://youtu.be/CKF8TeK6Byg' rel='noreferrer nofollow'>youtu.be/CKF8TeK6Byg</a>";105;51,815797;5,843427;"Nijmegen";"The Netherlands";"2016-05-31 19:19:32";7;1;2
"32449631337";"155589534@N03";"1";"safety";"povarovo_1";NA;36;56,032384;37,055865;"Krasnoznamensk";"Russia";"2018-10-12 08:02:07";1;3;1
"32449658937";"155589534@N03";"1";"safety";"povarovo_6";NA;39;56,032384;37,055865;"Krasnoznamensk";"Russia";"2018-10-12 08:07:03";1;3;1
"32449685217";"161368871@N05";"3";NA;"Kenilworth Castle Gardens";NA;0;52,348352;-1,591631;NA;NA;"2018-06-13 14:45:07";9;1;1
"32449696427";"93077615@N00";"1";NA;"There's a party!!";NA;43;45,464239;9,190449;"Rome";"Italy";"2018-12-05 19:44:00";10;3;2
"32449767127";"20675126@N00";"1";"Software Engineer";"View from the Castle of the Counts";NA;1;51,057121;3,720638;"Irvine, California";"United States";"2015-07-09 16:02:33";9;2;1
"32450300347";"118931533@N07";"3";NA;"P1150703";NA;0;50,434178;18,955267;NA;NA;"2018-10-10 15:43:04";7;3;1
"32450305617";"55293884@N08";"1";NA;"Italy, Puglia, Lecce";"Italie, Pouilles, Lecce, Piazza del duomo; 26-09-2018";5;40,352079;18,168598;"Ville-la-Grand";"France";"2018-09-26 12:58:18";6;3;1
"32450421327";"89923812@N08";"3";NA;"Dagens Foto - 16-03-2019";" Blåvandshuk Fyr    
 Blåvands Huk eller Blåvand Fyr er et anduvningsfyr på 39 m oprettet i 1900 som erstatning for et vinkelfyr, der var opført på en træbåke 12 år tidligere. Fyret har en flammehøjde på 55 m og fyrkarakter på tre hvide blink hvert 20. sekund.          ";0;55,557147;8,085038;NA;NA;"2016-01-01 14:01:36";3;4;1
"32450464027";"130542797@N07";"1";NA;"Triumph 2500 S MkII WBF464S";"Car: Triumph 2500 S MkII Estate.
Date of registration: 5th October 1977.
Registration region: Stoke-on-Trent.
Latest recorded mileage: 36,442 (MOT 15th November 2018).

Date taken: 1st April 2018.
Location: Weston-Super-Mare, UK.     
Album: <a href='https://www.flickr.com/photos/130542797@N07/albums/72157692609384801'>Weston-Super-Mare show 2018</a>   ";18;51,343249;-2,981092;NA;"UK";"2018-04-01 11:02:07";3;1;1
"32450471157";"52971398@N00";"1";"Adiestrador de sistemas informáticos";"Con luz propia";"La luz del sol atravesando las hojas de los árboles parece que las haga lucir por sí sola.

---
Les Planes d'Hostoles, Girona.";7;42,052655;2,504686;"Barcelona";"Spain";"2018-11-03 11:33:48";10;3;1
"32450539257";"118931533@N07";"3";NA;"P1150637";NA;0;50,433276;18,953862;NA;NA;"2018-10-10 15:19:40";7;3;1
