,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country
1969,45,6,133969,11,2,12,0,1,0,0,50,35
1970,35,4,330664,15,4,12,1,4,0,0,40,39
1971,31,0,672412,1,5,0,1,2,0,0,40,39
1972,26,4,122999,12,4,10,1,4,8614,0,40,39
1973,30,4,111415,11,2,8,0,4,0,0,55,11
1974,33,4,217235,11,2,12,0,4,0,0,20,39
1975,40,4,121956,9,3,10,1,1,13550,0,40,1
1976,23,4,120172,9,4,4,1,4,0,0,40,39
1977,35,4,343403,15,4,12,1,4,0,0,40,39
1978,48,6,104790,1,2,5,0,4,0,0,50,39
1979,39,2,473547,0,0,6,3,2,0,0,40,39
1980,53,2,260106,14,0,10,1,4,0,0,50,39
1981,49,1,168232,11,2,1,0,4,0,0,40,39
1982,31,4,348491,9,4,4,1,2,0,0,40,39
1983,36,4,24106,11,2,3,0,4,3103,0,40,39
1984,60,5,197553,15,2,4,0,4,7688,0,50,39
1985,29,4,421065,11,4,7,1,4,0,0,48,39
1986,54,5,138852,15,2,12,0,4,0,0,45,39
1987,28,0,169631,7,1,0,5,4,0,0,3,39
1988,34,4,379412,11,2,3,0,4,0,0,50,39
1989,30,4,181992,15,4,12,1,2,0,0,35,39
1990,19,4,365640,11,4,9,1,4,0,0,45,0
1991,26,4,236564,11,4,6,1,4,0,0,40,39
1992,47,4,363418,15,4,12,1,4,0,0,70,39
1993,50,4,112351,11,0,4,4,4,0,0,38,39
1994,30,4,204704,9,4,4,4,4,0,0,45,39
1995,44,4,54611,15,0,7,1,4,0,0,50,39
1996,49,4,128132,11,2,12,0,4,0,0,60,39
1997,75,6,30599,12,3,10,1,4,0,0,50,39
1998,37,4,379522,9,2,12,0,4,0,0,55,39
1999,51,7,196504,11,0,3,4,4,0,0,38,39
2000,35,4,82552,11,4,3,4,4,0,0,35,39
2001,28,4,104024,15,4,12,2,4,0,0,40,39
2002,66,6,293114,11,2,5,0,4,1409,0,40,39
2003,72,4,74141,6,2,4,5,1,0,0,48,39
2004,39,4,192337,9,5,12,1,4,0,0,50,39
2005,27,4,262478,11,4,5,3,2,0,0,30,39
2006,57,4,185072,15,4,1,2,2,0,0,40,23
2007,24,4,296045,5,2,3,0,4,2635,0,38,39
2008,28,4,246595,11,4,3,3,4,0,0,70,39
2009,23,4,54472,15,3,8,1,4,0,0,50,39
2010,31,4,331065,9,4,4,1,4,0,1408,40,39
2011,23,4,161708,15,4,8,3,4,0,0,20,39
2012,31,4,264936,15,4,8,1,4,0,0,40,39
2013,27,2,113545,9,4,10,1,4,0,0,40,39
2014,30,4,212237,9,2,10,0,4,0,1740,45,39
2015,31,4,170430,14,4,10,1,4,0,0,80,0
2016,34,4,173806,12,4,10,1,4,4865,0,60,39
2017,57,1,370890,11,4,1,1,4,0,2258,40,39
2018,39,4,505119,12,2,4,0,4,0,0,40,5
2019,23,4,193089,1,4,3,3,4,0,0,40,39
2020,24,2,33432,7,2,8,5,4,0,0,40,39
2021,36,4,103110,10,4,10,1,4,0,0,40,9
2022,32,4,160362,15,0,8,2,4,0,0,40,27
2023,35,4,204621,7,0,8,3,4,0,0,40,39
2024,36,4,35309,9,2,4,0,4,0,0,40,39
2025,23,0,154373,9,4,0,1,4,0,0,50,39
2026,47,4,194772,8,2,7,0,4,0,0,40,39
2027,35,4,154410,11,4,6,1,4,0,0,40,39
2028,44,1,220563,15,2,13,0,4,0,0,40,39
2029,32,7,253354,12,2,10,0,4,0,0,50,39
2030,32,4,211699,7,2,4,5,4,0,1485,40,39
2031,63,6,167501,15,2,10,5,4,20051,0,10,39
2032,34,4,229732,8,2,3,0,4,0,0,40,39
2033,47,4,185465,11,2,3,0,2,0,0,40,39
2034,27,4,335764,1,2,12,3,2,0,0,35,39
2035,23,4,460046,11,5,4,4,4,0,0,42,39
2036,19,0,33487,15,4,0,2,0,0,0,40,39
2037,50,4,176924,0,2,3,0,4,0,0,38,39
2038,49,7,213307,15,2,10,0,4,0,0,40,39
2039,36,4,83893,15,2,4,0,4,0,0,40,39
2040,23,4,194102,9,4,4,4,4,0,0,40,39
2041,61,4,238611,5,6,8,4,2,0,0,38,39
2042,41,4,113597,15,2,5,0,4,0,0,16,39
2043,27,6,208406,9,2,4,0,4,0,0,60,39
2044,53,4,274528,9,0,4,1,4,0,0,70,39
2045,17,6,60116,0,4,1,3,4,0,0,10,39
2046,23,0,196816,11,4,0,1,4,0,0,30,39
2047,53,4,166368,15,4,3,1,4,0,0,40,39
2048,28,4,303954,11,2,3,0,4,0,1848,42,39
2049,24,4,99386,9,3,10,3,4,0,0,40,39
2050,22,4,188569,15,4,1,1,4,0,0,20,39
2051,53,4,302868,9,2,12,0,4,0,0,50,39
2052,18,4,283342,1,4,8,2,2,0,0,20,39
2053,24,4,233777,15,4,12,4,4,0,0,50,26
2054,20,4,170038,11,4,12,1,4,0,0,40,39
2055,30,2,261319,5,2,14,0,4,0,0,40,39
2056,37,7,367237,8,4,10,1,4,8614,0,40,39
2057,34,4,126838,11,2,14,0,4,0,0,40,39
2058,19,4,354104,11,4,6,3,4,0,0,30,39
2059,20,4,176321,2,4,1,3,4,0,0,40,26
2060,47,4,85129,11,0,8,1,1,0,0,40,39
2061,20,0,376474,15,4,0,3,4,0,0,32,39
2062,22,4,62507,9,4,10,3,4,0,0,40,39
2063,42,2,111252,12,2,4,0,4,0,1977,40,39
2064,60,4,156889,15,0,1,1,4,0,0,40,39
2065,32,4,549430,11,4,9,4,4,0,0,40,26
2066,46,4,29696,11,2,4,0,4,0,0,40,39
2067,66,4,98837,11,6,1,1,4,0,0,40,39
2068,37,4,86150,9,2,8,5,1,0,0,30,39
2069,34,4,204991,15,0,4,3,4,0,0,44,39
2070,45,4,371886,9,4,10,1,4,0,0,46,39
2071,35,4,103605,1,2,5,0,4,0,0,40,39
2072,63,0,54851,11,2,0,0,4,0,0,40,39
2073,51,2,133050,15,2,4,0,2,0,0,40,39
2074,36,2,126569,15,2,11,0,4,0,0,40,39
2075,25,1,144259,11,4,1,3,2,0,0,40,39
2076,51,4,161482,11,0,8,4,4,0,0,38,39
2077,25,6,305449,15,4,7,3,4,0,0,40,39
2078,19,4,125010,11,4,5,3,4,0,0,45,39
2079,47,4,304133,15,2,4,0,4,0,0,45,39
2080,59,2,120617,11,5,11,4,2,0,0,40,39
2081,34,4,157747,9,2,4,0,4,0,0,40,39
2082,40,4,297396,15,5,4,4,4,0,0,60,39
2083,42,4,121287,11,0,7,1,4,0,0,45,39
2084,28,0,308493,11,2,0,5,4,0,0,17,16
2085,37,4,49115,12,2,4,0,4,0,0,60,39
2086,51,5,208302,7,2,12,0,4,0,0,38,39
2087,25,4,304032,11,4,1,3,4,0,0,36,39
2088,31,1,207301,11,2,1,5,4,0,0,40,39
2089,37,4,123211,11,2,8,0,4,0,0,44,39
2090,42,4,33521,7,2,12,0,4,0,0,45,39
2091,29,0,410351,9,4,0,1,4,0,0,40,39
2092,35,4,410034,15,0,12,1,4,0,0,50,39
2093,51,4,175339,9,2,12,0,4,0,0,47,39
2094,22,0,27937,15,4,0,3,4,0,0,36,39
2095,49,4,168211,15,2,3,0,4,0,1485,40,39
2096,26,4,125680,9,4,10,1,1,0,0,16,24
2097,56,2,160829,11,0,1,1,4,0,0,46,39
2098,52,4,266529,15,2,10,0,4,0,0,45,39
2099,61,6,115023,12,2,3,0,4,0,0,4,0
2100,47,7,224149,9,0,4,1,4,0,0,40,39
2101,52,4,150930,8,2,3,0,4,0,0,40,39
2102,30,4,343699,11,0,3,4,4,0,0,40,39
2103,43,5,172826,15,2,12,0,4,99999,0,55,39
2104,35,4,163392,15,2,14,0,1,0,0,40,0
2105,17,0,103810,2,4,0,3,4,0,0,40,39
2106,42,4,213821,11,2,3,0,4,0,1887,40,39
2107,26,4,211265,15,3,3,2,2,0,0,35,6
2108,58,2,160586,11,2,5,0,4,0,0,40,39
2109,66,4,146454,15,2,12,0,4,5556,0,40,39
2110,30,4,203277,11,2,11,0,4,0,0,60,39
2111,46,4,309895,15,5,1,4,4,0,0,40,39
2112,45,4,26522,15,2,1,5,4,0,1902,35,39
2113,57,4,103809,11,4,12,4,4,0,0,40,39
2114,25,4,90291,9,4,4,3,4,0,0,40,39
2115,21,7,181761,15,4,13,3,4,0,0,10,39
2116,37,4,35330,11,0,3,1,4,0,1669,55,39
2117,45,2,135776,12,0,10,1,4,0,0,30,39
2118,61,0,188172,10,6,0,1,4,0,0,5,39
2119,39,4,179579,11,4,3,3,4,0,0,40,39
2120,42,4,193626,11,2,1,5,4,0,0,53,39
2121,20,4,108887,11,4,7,3,4,0,0,40,39
2122,23,4,199070,11,4,11,3,2,0,0,16,39
2123,25,4,441591,9,4,13,3,4,0,0,40,39
2124,47,4,185254,4,4,9,3,4,0,0,40,8
2125,24,4,109307,11,4,12,3,4,0,0,45,39
2126,20,0,81853,15,4,0,3,1,0,0,15,39
2127,35,4,23621,11,4,3,1,4,0,0,70,39
2128,44,2,145178,11,2,8,5,2,0,0,38,23
2129,47,7,30575,15,2,10,0,4,0,0,50,39
2130,28,7,130620,1,5,1,4,1,0,0,40,19
2131,41,2,22155,12,0,10,4,4,0,0,60,39
2132,31,4,106437,11,4,1,1,4,0,0,40,39
2133,27,4,79787,12,4,4,1,4,0,0,25,39
2134,47,4,326857,8,2,3,0,4,5013,0,40,39
2135,44,4,81853,11,4,12,1,1,0,0,40,39
2136,61,4,120933,15,4,9,1,4,0,0,40,39
2137,42,1,153143,15,0,1,2,4,0,0,40,33
2138,46,4,27669,11,4,8,1,4,0,0,28,39
2139,46,4,105444,9,2,4,0,4,0,0,50,39
2140,54,2,169785,12,6,10,4,4,0,0,38,39
2141,49,4,122493,11,6,13,4,4,0,0,40,39
2142,56,2,242670,15,6,1,4,4,0,0,40,39
2143,52,4,54933,12,0,10,3,4,0,0,40,39
2144,34,4,209317,11,2,14,0,4,0,0,40,33
2145,25,6,282631,11,2,3,0,4,0,0,40,39
2146,18,4,98044,1,4,10,3,4,0,0,40,39
2147,58,4,187487,11,2,7,0,4,0,0,40,39
2148,31,7,60186,9,0,10,1,4,0,0,40,39
2149,29,4,75648,15,2,3,0,4,0,0,55,39
2150,28,4,201175,1,4,7,1,2,0,0,40,39
2151,30,4,19302,15,4,1,1,4,0,0,48,39
2152,21,0,300812,15,4,0,3,4,0,0,30,39
2153,44,4,146659,12,2,10,0,4,0,1887,35,39
2154,75,4,101887,0,6,9,1,4,0,0,70,39
2155,66,0,117778,1,2,0,0,4,0,0,40,39
2156,26,4,60726,15,2,3,0,2,0,0,40,39
2157,33,5,201763,9,2,12,0,4,0,0,50,39
2158,57,5,119253,12,2,12,0,4,15024,0,65,39
2159,47,6,121124,4,2,12,0,4,0,0,55,22
2160,41,4,220132,11,2,4,0,4,7298,0,40,39
2161,21,4,60639,15,4,8,1,4,0,0,37,39
2162,17,4,195262,1,4,3,3,4,0,0,17,39
2163,61,0,113544,9,2,0,0,4,0,0,55,39
2164,47,0,331650,11,2,0,5,4,0,0,8,39
2165,22,4,100587,15,4,8,3,2,0,0,15,39
2166,47,4,298130,11,2,12,0,4,0,0,40,39
2167,45,4,242391,9,2,4,0,4,0,0,40,39
2168,32,6,197867,8,0,12,4,4,0,0,50,39
2169,59,4,151977,0,5,9,1,2,0,0,30,39
2170,38,4,277347,11,2,3,0,4,0,0,50,39
2171,33,4,125249,11,5,11,3,4,0,0,40,39
2172,41,4,222142,11,2,7,0,4,0,0,40,39
2173,51,4,270194,6,2,14,0,4,0,0,40,39
2174,42,4,169995,11,2,12,0,4,0,0,48,39
2175,27,4,359155,9,2,10,5,4,0,0,40,39
2176,60,4,123992,15,2,3,0,4,0,0,45,39
2177,64,2,266080,11,0,1,1,4,0,0,35,39
2178,37,4,201531,7,2,7,0,4,0,0,40,39
2179,54,6,179704,9,2,4,0,4,0,0,45,39
2180,36,4,393673,7,2,4,5,4,0,0,50,39
2181,34,4,244147,9,2,10,0,4,0,0,40,0
2182,41,6,438696,12,0,12,4,4,0,0,5,39
2183,35,6,207568,5,2,5,0,4,0,0,75,39
2184,63,5,54052,12,2,12,0,4,0,0,68,39
2185,46,4,187581,11,0,3,2,4,0,0,40,39
2186,47,6,77102,12,0,10,1,4,0,0,40,39
2187,24,4,353010,9,4,7,1,4,0,0,65,39
2188,29,4,54131,15,4,12,1,4,0,0,30,39
2189,74,1,39890,15,6,14,1,4,0,0,18,39
2190,50,4,156877,1,2,14,0,4,0,0,70,39
2191,22,4,355686,15,4,1,1,4,0,0,40,39
2192,48,4,300168,2,5,1,3,2,0,0,40,39
2193,30,4,488720,6,2,6,2,4,0,0,40,26
2194,32,4,157287,9,2,12,0,4,0,0,40,39
2195,39,4,184659,11,2,7,0,4,0,0,40,39
2196,49,4,214169,15,2,3,0,4,0,0,40,39
2197,25,4,192149,9,4,1,3,4,0,0,40,39
2198,50,4,137253,9,2,1,5,4,0,0,40,39
2199,44,4,373050,11,2,14,0,4,0,0,40,39
2200,65,4,90377,8,2,5,0,4,6767,0,60,39
2201,28,1,183151,7,2,1,0,4,0,0,60,39
2202,55,4,227158,9,6,1,4,4,0,0,40,39
2203,49,2,34021,9,4,10,3,4,0,0,50,39
2204,31,4,165148,11,5,4,4,4,0,0,12,39
2205,47,4,211668,11,2,7,5,2,0,0,40,39
2206,45,4,358886,11,2,14,0,4,0,0,40,39
2207,35,4,47707,11,4,8,1,2,0,0,40,39
2208,34,6,306982,9,2,12,0,1,0,0,60,35
2209,49,2,52590,11,6,11,1,2,0,0,40,39
2210,39,0,179352,15,0,0,1,4,0,0,35,39
2211,27,4,158156,11,4,8,1,4,0,0,42,39
2212,42,4,70055,11,2,6,0,4,0,0,40,39
2213,60,0,131852,4,2,0,0,4,0,0,30,39
2214,64,6,177825,11,4,8,1,4,1055,0,40,39
2215,33,4,127215,15,2,12,0,4,0,0,48,39
2216,23,4,175183,15,4,1,1,4,0,0,40,39
2217,45,4,142287,12,2,4,0,4,0,0,50,39
2218,34,4,221324,11,4,7,4,2,0,0,40,39
2219,53,4,227602,11,0,12,1,4,0,0,37,26
2220,22,4,228452,0,4,3,1,4,0,0,30,39
2221,57,7,39380,11,5,8,1,4,0,0,35,39
2222,20,0,96862,15,4,0,3,4,0,0,8,39
2223,23,4,336360,5,4,3,3,2,0,0,40,39
2224,31,4,257644,1,4,14,4,4,0,0,40,39
2225,23,7,235853,9,4,13,1,4,0,0,22,39
2226,30,4,270577,11,5,1,4,4,0,0,40,39
2227,32,2,222900,9,5,10,1,4,0,0,50,39
2228,42,4,99254,7,2,1,5,2,0,0,40,39
2229,51,4,224763,5,2,14,0,4,0,0,40,5
2230,59,6,174056,9,2,12,0,4,15024,0,40,39
2231,36,4,127306,9,4,4,3,4,0,0,40,39
2232,45,4,339506,11,4,12,1,2,0,0,40,39
2233,35,4,178322,8,2,12,0,4,0,0,50,11
2234,33,4,189843,5,2,7,0,4,0,0,40,39
2235,43,4,160815,8,0,10,4,4,0,0,40,39
2236,60,4,207665,11,2,13,5,4,0,0,40,39
2237,37,7,160402,9,2,10,0,4,0,0,55,39
2238,35,4,170263,15,4,13,4,4,0,0,40,39
2239,36,4,184659,15,2,1,0,4,0,0,52,39
2240,38,1,338320,14,2,10,0,4,0,1977,50,39
2241,54,4,101017,5,2,3,0,4,0,0,40,39
2242,51,4,204322,8,2,6,0,4,0,0,40,39
2243,45,4,241350,7,2,3,0,4,0,0,45,39
2244,63,1,217994,15,0,4,4,4,0,0,40,39
2245,51,4,128143,15,2,3,0,4,0,0,40,39
2246,58,6,164065,12,0,12,1,4,0,0,18,39
2247,64,2,78866,11,0,1,1,4,0,0,40,39
2248,20,4,236769,15,4,6,3,4,0,0,40,39
2249,44,1,239539,9,2,1,0,1,0,0,40,30
2250,39,4,34028,9,0,4,4,4,0,0,48,39
2251,45,7,207847,15,4,1,4,4,0,0,40,39
2252,44,4,175935,10,2,1,0,4,0,0,55,39
2253,22,1,218445,15,4,4,1,4,0,0,40,39
2254,63,5,215833,11,2,4,0,4,0,0,40,39
2255,26,4,156976,8,5,8,1,2,0,0,40,39
2256,42,6,220647,9,2,5,0,4,0,0,45,39
2257,20,4,218343,11,4,8,3,4,0,0,25,39
2258,29,4,241431,12,2,12,0,4,7298,0,40,39
2259,38,2,123983,9,4,4,4,1,0,1741,40,40
2260,25,4,73289,11,4,14,3,4,0,0,40,39
2261,27,4,408623,9,2,3,2,4,0,0,50,39
2262,46,4,169180,8,0,1,1,4,0,0,40,39
2263,31,4,54929,15,0,3,1,4,0,0,60,39
2264,24,4,306779,8,4,4,3,4,0,0,35,39
2265,43,4,159549,15,2,12,0,4,0,0,50,39
2266,23,4,482082,2,4,7,3,4,0,0,21,26
2267,32,2,286101,11,4,14,4,2,0,0,37,39
2268,44,4,167955,11,2,3,0,4,0,0,40,31
2269,40,6,209040,9,2,12,0,4,0,0,40,39
2270,38,4,105017,11,0,3,4,4,0,0,40,39
2271,23,4,27776,8,4,7,1,4,0,0,40,39
2272,19,4,242941,15,4,12,3,4,0,1602,10,39
2273,41,4,118853,15,2,12,0,4,0,0,40,39
2274,48,4,119565,11,2,3,0,4,0,0,40,39
2275,23,4,196827,15,2,7,0,4,0,1902,40,39
2276,47,4,275361,7,6,8,3,4,0,0,35,39
2277,42,4,225193,11,2,3,0,4,0,0,40,39
2278,17,4,329783,0,4,12,2,4,0,0,10,39
2279,29,2,107411,14,4,10,1,4,0,0,70,39
2280,21,7,258490,15,4,10,1,4,0,0,20,39
2281,18,0,120243,1,4,0,3,4,0,0,27,39
2282,31,4,219509,11,2,8,0,4,0,0,40,26
2283,27,2,29174,9,4,10,4,4,0,0,40,39
2284,29,4,40083,10,4,10,1,4,0,0,40,2
2285,23,4,87528,9,4,12,1,4,0,0,45,39
2286,41,4,116379,12,2,10,0,1,0,0,55,36
2287,46,2,216214,9,2,10,0,4,0,0,35,39
2288,34,4,268051,15,2,11,2,2,0,0,25,14
2289,42,6,121718,11,2,3,0,4,0,0,24,39
2290,18,4,201901,11,4,6,3,4,0,1719,15,39
2291,46,4,109089,11,0,3,1,4,0,0,37,39
2292,18,0,346382,1,4,0,3,4,0,0,15,39
2293,52,4,284129,15,2,3,0,4,0,0,40,39
2294,56,4,143030,11,0,3,4,4,0,0,40,39
2295,21,4,212619,8,4,7,3,4,0,0,40,39
2296,22,6,199011,11,4,3,2,4,0,0,20,39
2297,31,4,118901,9,0,1,4,4,0,0,45,39
2298,41,6,129865,11,2,8,0,4,0,0,60,39
2299,25,4,157900,15,5,1,4,4,0,0,40,39
2300,43,6,349341,9,0,4,1,4,0,0,60,39
2301,45,4,158685,11,5,12,1,4,0,0,40,39
2302,26,4,386585,15,0,13,1,4,0,0,60,39
2303,90,4,52386,15,4,8,1,1,0,0,35,39
2304,45,4,246891,9,2,12,0,4,0,1902,40,39
2305,30,4,190385,9,2,8,5,4,0,0,40,39
2306,42,4,37869,15,2,3,0,4,0,0,40,39
2307,20,4,217807,15,4,6,3,4,0,0,35,39
2308,53,4,149784,9,2,10,0,4,7688,0,40,39
2309,64,7,201293,11,6,1,1,4,0,0,38,39
2310,56,4,128764,5,6,14,1,4,0,0,20,39
2311,42,4,27444,15,3,10,1,4,0,0,40,39
2312,26,4,62438,9,2,12,5,4,0,0,40,39
2313,31,2,151726,7,4,1,3,0,0,0,40,39
2314,40,4,29841,9,2,1,5,4,0,0,40,39
2315,58,4,131608,15,6,3,1,4,0,0,40,39
2316,41,4,110562,9,2,4,0,4,0,0,40,39
2317,58,5,190541,11,4,12,1,4,0,0,47,39
2318,62,7,33142,12,2,10,0,4,0,0,60,39
2319,65,5,139272,9,2,12,0,4,99999,0,60,39
2320,40,4,234633,15,4,3,1,4,0,0,40,39
2321,45,2,238386,15,2,11,0,4,0,0,40,39
2322,22,4,460835,11,4,3,3,4,0,0,55,39
2323,23,0,243190,15,4,0,3,1,0,0,20,3
2324,63,1,97855,12,2,4,0,4,0,0,50,39
2325,39,4,77146,9,2,4,0,4,0,1887,50,39
2326,37,4,200863,15,6,3,4,4,0,0,40,39
2327,25,0,41107,9,3,0,1,4,0,0,40,2
2328,56,4,77415,1,2,5,0,4,0,0,50,39
2329,32,4,236770,15,0,12,1,4,0,0,50,39
2330,53,1,173093,15,2,4,5,1,0,1887,40,30
2331,32,4,235124,8,0,10,1,4,0,0,40,39
2332,23,6,282604,1,2,14,0,4,7688,0,60,39
2333,35,4,199288,1,5,14,1,4,0,0,90,39
2334,51,4,191659,15,2,4,0,4,0,1887,65,39
2335,19,4,43285,15,4,1,3,4,0,0,20,39
2336,41,4,160837,1,3,7,1,4,0,0,40,13
2337,22,4,230574,0,4,14,3,4,0,0,25,39
2338,23,4,176178,11,4,13,3,4,0,0,40,39
2339,36,4,116358,12,2,4,0,1,0,0,40,36
2340,27,0,253873,15,0,0,1,4,0,0,25,39
2341,45,4,107787,8,2,3,0,4,0,0,40,2
2342,23,6,519627,11,4,5,1,4,0,0,25,26
2343,21,4,191460,1,4,8,4,2,0,0,40,39
2344,44,4,198282,12,2,4,0,4,15024,0,40,39
2345,29,4,214858,9,2,12,0,4,0,0,40,39
2346,36,6,64875,8,2,13,0,4,0,0,60,39
2347,18,4,675421,6,4,6,3,4,594,0,40,39
2348,62,6,134768,2,2,3,0,4,0,0,40,39
2349,25,1,207342,15,4,4,1,2,0,0,40,39
2350,34,4,64830,7,0,4,1,4,0,0,45,39
2351,31,4,220066,9,4,4,1,4,14344,0,50,39
2352,37,4,82521,9,2,4,0,4,15024,0,40,39
2353,33,4,176711,9,2,5,0,4,0,0,40,9
2354,22,0,217421,15,4,0,3,4,0,0,30,39
2355,28,4,111900,7,2,12,0,4,0,0,30,39
2356,22,0,196943,15,5,0,3,4,0,0,25,39
2357,47,4,481987,11,2,8,0,4,0,0,40,39
2358,67,0,184506,1,2,0,0,4,0,419,3,39
2359,20,0,121313,0,4,0,3,4,0,0,40,39
2360,34,4,158420,9,2,4,0,4,0,0,70,39
2361,26,4,256000,14,2,10,0,4,99999,0,60,39
2362,36,4,183892,15,2,3,0,4,7298,0,44,39
2363,28,4,42734,11,4,6,3,4,0,0,40,39
2364,22,4,181773,11,4,14,3,2,0,0,40,39
2365,47,4,184945,15,5,8,1,2,0,0,35,39
2366,33,4,107248,8,4,1,1,4,0,0,45,39
2367,34,5,215382,12,5,10,1,4,4787,0,40,39
2368,25,4,122999,11,4,3,3,4,0,0,40,39
2369,37,4,758700,6,2,6,0,4,3781,0,50,26
2370,36,7,166606,11,2,11,0,4,0,0,40,39
2371,61,2,192060,9,5,10,1,4,0,0,30,0
2372,74,0,340939,6,2,0,0,4,3471,0,40,39
2373,57,4,205708,15,2,3,0,4,0,0,40,31
2374,55,4,67450,10,4,10,1,4,0,0,40,9
2375,20,4,242077,11,0,12,1,2,0,0,40,39
2376,43,4,129573,11,4,12,1,2,0,0,44,39
2377,54,4,181132,11,2,7,0,4,0,0,40,9
2378,25,4,212302,15,5,1,4,4,0,0,40,39
2379,42,4,83411,15,0,4,1,4,0,1408,40,39
2380,23,0,148751,15,4,0,1,4,0,0,35,39
2381,17,4,317681,1,4,3,3,4,0,0,10,39
2382,39,0,103986,11,4,0,1,4,0,1590,40,39
2383,63,4,30602,5,3,8,4,0,0,0,40,39
2384,19,4,172893,15,4,4,3,4,0,0,30,39
2385,56,5,211804,9,2,12,0,4,15024,0,50,39
2386,33,6,312055,9,2,12,0,4,0,0,45,39
2387,37,4,65390,9,2,5,0,4,0,0,50,39
2388,27,4,200500,5,2,14,0,4,0,0,45,39
2389,36,2,241962,9,2,1,0,4,0,0,40,39
2390,30,5,78530,11,2,4,0,4,0,0,65,2
2391,22,4,189950,9,4,10,1,4,0,0,55,39
2392,35,4,111387,15,2,6,0,4,0,1579,40,39
2393,20,4,241951,11,4,6,1,4,0,0,45,39
2394,18,4,343059,15,4,12,3,4,0,0,40,39
2395,25,4,302465,2,4,7,1,4,0,1741,40,39
2396,53,4,156843,12,4,10,1,4,0,1564,54,39
2397,21,0,79728,15,4,0,3,4,0,0,40,39
2398,19,4,55284,11,4,12,3,4,0,0,35,39
2399,34,4,509364,11,0,7,1,4,0,0,30,39
2400,32,7,117927,15,4,1,1,2,0,0,40,39
2401,20,4,137651,15,4,7,3,0,0,0,40,39
2402,70,4,131060,5,2,8,0,4,0,0,25,39
2403,57,4,346963,9,2,4,0,4,0,0,40,39
2404,54,4,183611,15,2,12,0,4,3137,0,50,39
2405,34,4,134737,8,2,7,0,4,0,0,40,39
2406,48,4,36503,15,2,4,0,4,0,0,40,39
2407,42,4,250121,1,2,8,5,4,0,0,40,39
2408,45,4,330535,11,4,1,1,4,3325,0,40,39
2409,27,4,387776,15,4,8,3,4,0,0,40,39
2410,51,4,41474,0,2,8,0,4,0,0,40,26
2411,36,2,318972,15,0,1,4,4,0,0,65,39
2412,33,4,86143,15,4,4,3,1,0,0,40,30
2413,50,4,181139,15,4,5,1,4,0,0,40,39
2414,44,4,326232,9,0,4,4,4,0,2547,50,39
2415,39,2,153976,12,2,10,0,4,0,0,40,39
2416,55,6,59469,6,2,5,0,4,0,0,25,39
2417,24,4,127139,15,4,1,3,4,0,0,40,39
2418,35,4,136343,11,4,12,1,4,0,0,40,39
2419,32,6,350624,2,2,3,0,4,0,0,40,39
2420,66,0,177351,9,2,0,0,4,0,2174,40,39
2421,68,4,166149,11,6,1,1,4,0,2206,30,39
2422,29,4,121523,1,2,14,0,4,0,0,60,39
2423,24,6,267396,9,4,12,1,4,0,0,40,39
2424,61,4,83045,6,2,7,0,4,0,0,40,39
2425,34,4,160449,11,2,7,0,4,0,0,44,39
2426,55,5,124137,14,2,10,0,4,0,2415,35,12
2427,20,0,287681,15,4,0,3,4,0,0,36,39
2428,41,4,154194,11,4,12,3,4,0,0,40,39
2429,36,6,295127,11,2,5,0,4,0,0,84,39
2430,60,4,240521,11,2,3,0,4,7298,0,40,39
2431,61,6,244087,11,2,3,0,4,0,0,52,39
2432,35,4,356250,14,2,12,0,1,0,0,35,3
2433,42,7,293791,9,2,4,0,4,0,0,50,39
2434,26,4,44308,9,4,13,1,4,0,0,40,39
2435,44,2,210527,15,4,8,4,2,0,0,40,39
2436,31,7,151763,12,4,1,1,4,0,0,25,39
2437,39,7,267581,11,4,8,1,2,0,0,40,39
2438,20,4,100188,15,4,13,3,4,0,0,24,39
2439,32,5,111746,15,2,3,0,4,0,0,40,39
2440,32,6,171091,11,2,12,0,4,0,0,40,39
2441,61,4,355645,6,2,7,0,2,0,0,20,38
2442,54,2,137678,15,0,1,4,4,0,0,40,39
2443,23,4,70894,7,4,3,2,4,0,0,40,39
2444,19,4,171306,11,4,12,3,4,0,0,3,39
2445,31,4,100997,15,2,10,0,0,0,0,40,39
2446,35,4,63921,4,2,6,0,4,0,0,40,26
2447,29,4,32897,11,0,8,1,4,0,0,25,39
2448,29,2,251854,11,4,11,1,2,0,0,40,39
2449,25,4,345121,0,5,8,3,4,0,0,25,39
2450,46,4,86220,9,0,12,1,4,0,0,40,39
2451,35,4,172845,8,4,8,4,4,0,0,30,39
2452,20,4,171398,0,4,12,1,3,0,0,40,39
2453,24,6,174391,11,2,1,5,4,0,0,40,39
2454,48,4,207058,11,0,1,4,4,0,0,37,39
2455,37,4,291251,11,0,7,1,4,0,0,40,39
2456,60,6,224377,11,2,12,0,4,0,0,40,39
2457,39,4,105813,11,2,3,0,4,0,0,40,39
2458,29,2,180916,15,5,1,4,4,0,0,38,39
2459,31,6,122749,8,0,3,3,4,0,0,20,39
2460,38,4,31069,8,2,3,0,4,4386,0,40,39
2461,26,6,284343,7,4,3,1,4,0,0,40,39
2462,64,4,319371,9,2,4,0,4,15024,0,40,39
2463,46,4,174224,8,0,11,1,2,0,0,40,39
